user_id,condition_id,n_interactions,error_bin,error_continuous,bias_target,bias_observed,signed_error
670042ea1a850f93c6dec211,4,1,0.0,0.0,5.0,5.0,0.0
671a5785170a0f6380c51f28,4,1,0.0,0.0,5.0,5.0,0.0
6762a6c453dc00bbd597daad,4,1,0.0,0.0,5.0,5.0,0.0
67668e307d364b41006a4713,4,1,0.0,0.0,5.0,5.0,0.0
676db977f398d4be462fca83,4,1,0.0,0.0,5.0,5.0,0.0
6772635d620fb499e8d268e6,4,1,0.0,0.0,5.0,5.0,0.0
67cc07bc0e3fd6e0b912d13a,4,1,0.0,0.0,5.0,5.0,0.0
695c14003bd073492e8f0f3b,4,1,0.0,0.0,5.0,5.0,0.0
574c1f935bef980010b0a080,8,3,0.0,0.0,5.0,5.0,0.0
59d4fb316cc82800013e32d3,8,3,0.0,0.0,5.0,5.0,0.0
5a143884bd04860001b01123,8,3,0.0,0.0,5.0,5.0,0.0
5ab8e7f5e10996000169fe0b,8,3,0.0,0.0,5.0,5.0,0.0
5b70d5cf48302c0001ba0771,8,3,0.0,0.0,5.0,5.0,0.0
5bffc3ae4108380001f5cd63,8,3,0.0,0.0,5.0,5.0,0.0
5c2ebf3e626018000134986f,8,3,0.0,0.0,5.0,5.0,0.0
5c6df5298c5fd30001b83926,8,3,0.0,0.0,5.0,5.0,0.0
5c922ee24faf8b00014ca145,8,3,0.0,0.0,5.0,5.0,0.0
5c9a864efb57e6001796ee49,8,3,0.0,0.0,5.0,5.0,0.0
5ca53042aa2c820001fef20a,8,3,0.0,0.0,5.0,5.0,0.0
5d8f8b062ff1bd0015a9c059,8,3,0.0,0.0,5.0,5.0,0.0
5daa50967776b10016e1bc9b,8,3,0.0,0.0,5.0,5.0,0.0
5debbccc6ce4012b64c26e30,8,3,0.0,0.0,5.0,5.0,0.0
5e31a1526ef37a1879a94441,8,3,0.0,0.0,5.0,5.0,0.0
5e36a3acd119d66316c22bc5,8,3,0.0,0.0,5.0,5.0,0.0
5ecd1e4a26acf103a40f773e,8,3,0.0,0.0,5.0,5.0,0.0
5f39a2fd2d394917284dd66f,8,3,0.0,0.0,5.0,5.0,0.0
6062d142077e1d0ec0c9361a,8,3,0.0,0.0,5.0,5.0,0.0
60673bc6496cefa66a61e737,8,3,0.0,0.0,5.0,5.0,0.0
613a4c8c7e9c6c51894b82a6,8,3,0.0,0.0,5.0,5.0,0.0
61505373bc903980a66ab1e1,8,3,0.0,0.0,5.0,5.0,0.0
6277dd39dea28b8907aeef70,8,3,0.0,0.0,5.0,5.0,0.0
629f470832dba055c9d39800,8,3,0.0,0.0,5.0,5.0,0.0
62b5d90d09660072824f68cf,8,3,0.0,0.0,5.0,5.0,0.0
63cfee94707bca4ddee3eb05,8,3,0.0,0.0,5.0,5.0,0.0
63ebbdbc09e0a1639c7ee6a5,8,3,0.0,0.0,5.0,5.0,0.0
63ed50df25d0ea08696b393f,8,3,0.0,0.0,5.0,5.0,0.0
659ada02ac94d554396360f9,8,3,0.0,0.0,5.0,5.0,0.0
66095fb7acab208107666940,8,3,0.0,0.0,5.0,5.0,0.0
663f7196a07afa04b277db38,8,3,0.0,0.0,5.0,5.0,0.0
6658bd2031847f8a05c3d65a,8,3,0.0,0.0,5.0,5.0,0.0
665c050b07508f6c4f8d01e0,8,3,0.0,0.0,5.0,5.0,0.0
668d34fe01607b469ec4e668,8,3,0.0,0.0,5.0,5.0,0.0
6695278758244f9d6186746e,8,3,0.0,0.0,5.0,5.0,0.0
669784d7b9b01c76a1131cb9,8,3,0.0,0.0,5.0,5.0,0.0
66a4f444bf2aa08e4e735916,8,3,0.0,0.0,5.0,5.0,0.0
66b370883fc774c23e102c46,8,3,0.0,0.0,5.0,5.0,0.0
66b792a09354b3fa1a3c5af9,8,3,0.0,0.0,5.0,5.0,0.0
66c20b634a3b292d25596fbc,8,3,0.0,0.0,5.0,5.0,0.0
66c33e386baa1ae990d7165d,8,3,0.0,0.0,5.0,5.0,0.0
66cb2e0bd2169db778550269,8,3,0.0,0.0,5.0,5.0,0.0
6702f60844f21087e0840e3d,8,3,0.0,0.0,5.0,5.0,0.0
6719280d44c996e04f9a5475,8,3,0.0,0.0,5.0,5.0,0.0
671a528fe9658f0a32bd55ce,8,3,0.0,0.0,5.0,5.0,0.0
671de38b70419e476bff2e09,8,3,0.0,0.0,5.0,5.0,0.0
67334911eb1de6dd02fc126a,8,3,0.0,0.0,5.0,5.0,0.0
6734acb87201d0735d63632c,8,3,0.0,0.0,5.0,5.0,0.0
673b723b78a95d45ec47c311,8,3,0.0,0.0,5.0,5.0,0.0
675230b036aa5c694a8c4dd5,8,3,0.0,0.0,5.0,5.0,0.0
6759cf4aa98832e7c32a61b3,8,3,0.0,0.0,5.0,5.0,0.0
6762a1453b3bc252b8ea3bb8,8,3,0.0,0.0,5.0,5.0,0.0
6767ce7abe2d0df1d1ee4edd,8,3,0.0,0.0,5.0,5.0,0.0
6783ebc2e89b75d66d952f41,8,3,0.0,0.0,5.0,5.0,0.0
6786682cfe5424ad10237085,8,3,0.0,0.0,5.0,5.0,0.0
678e978dfeca0ba2fca8109f,8,3,0.0,0.0,5.0,5.0,0.0
67acac6c20738370b4d7cb3d,8,3,0.0,0.0,5.0,5.0,0.0
67d43f5c7253c147df75e9e5,8,3,0.0,0.0,5.0,5.0,0.0
67d80b3db0cac8b1bd982fb2,8,3,0.0,0.0,5.0,5.0,0.0
57b76ef5017c2d000166f019,6,3,0.1,0.13333333333333286,3.6,3.733333333333333,0.13333333333333286
595398234d56070001645fd9,6,3,0.1,0.06666666666666643,3.6,3.6666666666666665,0.06666666666666643
595bb6ce647a040001dd300c,6,3,0.1,0.06666666666666643,4.0,4.066666666666666,0.06666666666666643
5a9e9fc46219a30001f54994,6,3,0.1,0.06666666666666687,2.2,2.266666666666667,0.06666666666666687
5bd249d45c90120001d1043f,6,3,0.1,0.06666666666666643,3.6,3.6666666666666665,0.06666666666666643
5c83b0408c0d0100175902f7,6,3,0.1,0.06666666666666687,2.8,2.733333333333333,-0.06666666666666687
5c93b062c9d93b0015fcbc02,6,3,0.1,0.1333333333333333,2.2,2.3333333333333335,0.1333333333333333
5e909d6c5321c13abee11725,6,3,0.1,0.06666666666666643,4.2,4.266666666666667,0.06666666666666643
5ee33fb13c5362000a292c42,6,3,0.1,0.06666666666666687,2.6,2.533333333333333,-0.06666666666666687
5ee53385acfd3415744ceae7,6,3,0.1,0.1333333333333333,3.2,3.3333333333333335,0.1333333333333333
5efec43017f2363e1bf47368,6,3,0.1,0.06666666666666643,3.6,3.6666666666666665,0.06666666666666643
5f0219dce0d2de3a5179d1aa,6,3,0.1,0.06666666666666643,3.0,2.9333333333333336,-0.06666666666666643
5fb6a1222d290f0a260c08e3,6,3,0.1,0.06666666666666643,4.0,3.9333333333333336,-0.06666666666666643
602ff7a159d28fdae8d5db62,6,3,0.1,0.06666666666666687,2.8,2.733333333333333,-0.06666666666666687
603f581f15614a0e86a13823,6,3,0.1,0.06666666666666643,4.0,3.9333333333333336,-0.06666666666666643
60a7525e98d472c4777d91af,6,3,0.1,0.06666666666666687,3.8,3.733333333333333,-0.06666666666666687
60b542b8fbb1a6a2678f5054,6,3,0.1,0.06666666666666687,3.8,3.733333333333333,-0.06666666666666687
614873a43b76bea1f97ee78f,6,3,0.1,0.06666666666666643,3.0,2.9333333333333336,-0.06666666666666643
6234a3d5cd2f63c705e5842d,6,3,0.1,0.06666666666666687,3.2,3.266666666666667,0.06666666666666687
6383abf886c60b9ad27e8d44,6,3,0.1,0.06666666666666643,4.2,4.266666666666667,0.06666666666666643
65230ecce6b5748e6df764fa,6,3,0.1,0.06666666666666643,2.6,2.6666666666666665,0.06666666666666643
654e381b51d046449fdfdd6e,6,3,0.1,0.06666666666666687,3.8,3.8666666666666667,0.06666666666666687
661149a91b7fad3a3d2caf0c,6,3,0.1,0.1333333333333333,2.4,2.2666666666666666,-0.1333333333333333
66592f0d8f1ee667f42658da,6,3,0.1,0.06666666666666643,4.0,4.066666666666666,0.06666666666666643
66758256541e113829257ffa,6,3,0.1,0.1333333333333333,2.8,2.6666666666666665,-0.1333333333333333
667fc0c5cec9f3e6bdb26f00,6,3,0.1,0.06666666666666643,4.0,4.066666666666666,0.06666666666666643
66880aa3c99718a3058f0dda,6,3,0.1,0.06666666666666643,2.6,2.6666666666666665,0.06666666666666643
66a641d8eae42f430895d856,6,3,0.1,0.06666666666666643,3.0,3.0666666666666664,0.06666666666666643
6727964977929019f6ff8a5d,6,3,0.1,0.1333333333333333,4.0,3.8666666666666667,-0.1333333333333333
676087c79824af43014ec81c,6,3,0.1,0.1333333333333333,2.8,2.6666666666666665,-0.1333333333333333
676578e9b3ad38588f8808ba,6,3,0.1,0.06666666666666643,4.2,4.266666666666667,0.06666666666666643
676680610526923c0a526ce7,6,3,0.1,0.13333333333333286,2.6,2.733333333333333,0.13333333333333286
6767202a0793489cda4738d2,6,3,0.1,0.06666666666666643,3.0,3.0666666666666664,0.06666666666666643
6768954d2dde32ea7b0bc4d6,6,3,0.1,0.06666666666666643,3.6,3.6666666666666665,0.06666666666666643
676ada80fe4f612146e3c8b3,6,3,0.1,0.06666666666666643,4.2,4.266666666666667,0.06666666666666643
67744dd5d793cc3d79ba38fc,6,3,0.1,0.1333333333333333,3.2,3.3333333333333335,0.1333333333333333
67d04e57ae59b71e07329bf5,6,3,0.1,0.06666666666666643,4.0,3.9333333333333336,-0.06666666666666643
67e19f44ba489abd4e850452,6,3,0.1,0.06666666666666687,3.2,3.266666666666667,0.06666666666666687
696c14c4c7de2d012b0911cb,6,3,0.1,0.13333333333333375,4.0,4.133333333333334,0.13333333333333375
5b0a869f1e55760001b93fa3,6,3,0.0,0.0,2.2,2.2,0.0
5d7fea714477a000012cc297,6,3,0.0,4.440892098500626e-16,3.8,3.7999999999999994,-4.440892098500626e-16
5ea159434ac916016387488e,6,3,0.0,0.0,4.0,4.0,0.0
63d16bb09fbf6b74afb1a010,6,3,0.0,0.0,4.2,4.2,0.0
63e632b888bcbe9376df4f62,6,3,0.0,4.440892098500626e-16,3.2,3.2000000000000006,4.440892098500626e-16
65537e14439274fe5036b4d2,6,3,0.0,4.440892098500626e-16,3.8,3.7999999999999994,-4.440892098500626e-16
655b66f97ef4b1811f342e8b,6,3,0.0,0.0,4.0,4.0,0.0
6722a9a444173284f27c436f,6,3,0.0,4.440892098500626e-16,3.2,3.2000000000000006,4.440892098500626e-16
6759980d797dbe50150130e0,6,3,0.0,4.440892098500626e-16,3.2,3.2000000000000006,4.440892098500626e-16
67665f7b0329bd3e30515ad2,6,3,0.0,0.0,2.2,2.2,0.0
695c0b495401e21ebd0d17c8,6,3,0.0,4.440892098500626e-16,3.8,3.7999999999999994,-4.440892098500626e-16
5b9d57e5737d030001ad2cbf,6,3,0.2,0.20000000000000062,4.0,3.7999999999999994,-0.20000000000000062
5e31a3142c324c17ab9061d5,6,3,0.2,0.20000000000000062,3.0,3.2000000000000006,0.20000000000000062
5efe25a46e799912a9e250c3,6,3,0.2,0.19999999999999973,2.8,2.6,-0.19999999999999973
61166b2cec63d8ea49e36aac,6,3,0.2,0.19999999999999973,3.2,3.4,0.19999999999999973
6128279b17af1258eba39ada,6,3,0.2,0.20000000000000018,4.0,4.2,0.20000000000000018
61bb37d940db417c1a138b30,6,3,0.2,0.1999999999999993,3.6,3.7999999999999994,0.1999999999999993
66faa556c23ed209ba4554d0,6,3,0.2,0.20000000000000018,2.4,2.6,0.20000000000000018
66faa830ac165a79e559da2a,6,3,0.2,0.1999999999999993,3.6,3.7999999999999994,0.1999999999999993
673261aea87e76010a5c969a,6,3,0.30000000000000004,0.33333333333333304,2.2,2.533333333333333,0.33333333333333304
5953668fb2e8430001ea478f,3,1,0.1,0.10000000000000009,2.7,2.6,-0.10000000000000009
597725537f87260001cd5b65,3,1,0.1,0.09999999999999964,2.7,2.8,0.09999999999999964
5ae9cde00335e200019e9eed,3,1,0.1,0.09999999999999964,4.3,4.2,-0.09999999999999964
5b1e614fbd262e0001491796,3,1,0.1,0.09999999999999964,3.7,3.8,0.09999999999999964
5b2bd649ed66460001e86e39,3,1,0.1,0.09999999999999964,3.7,3.8,0.09999999999999964
5bb5ddb068558a000125ab50,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
5c2f6d25e38ccd0001caab19,3,1,0.1,0.09999999999999964,3.7,3.8,0.09999999999999964
5c4afb7234ee9300011cbbfc,3,1,0.1,0.10000000000000009,3.7,3.6,-0.10000000000000009
5c5346b553fba80001bc9662,3,1,0.1,0.10000000000000053,4.1,4.2,0.10000000000000053
5c8651b69a306000016f7c35,3,1,0.1,0.10000000000000009,3.5,3.6,0.10000000000000009
5dee11c6d35cc34acae7c301,3,1,0.1,0.10000000000000009,2.9,2.8,-0.10000000000000009
5ea4cebb8944a8495280db42,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
5eab170759f5390b776df5a1,3,1,0.1,0.10000000000000009,3.3,3.4,0.10000000000000009
5f6c423e8071b21b35b07ea6,3,1,0.1,0.09999999999999964,3.7,3.8,0.09999999999999964
5fbf90f025a567296d943c7e,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
6083d7eabcd2e4687edeb542,3,1,0.1,0.10000000000000053,4.1,4.2,0.10000000000000053
6093e78e30fb90f291b261f9,3,1,0.1,0.10000000000000009,3.3,3.4,0.10000000000000009
612198f856c9f4f2f02f7046,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
613e495d5991ed54f860fe9d,3,1,0.1,0.09999999999999964,2.7,2.8,0.09999999999999964
62360942dc55d9a6806237c7,3,1,0.1,0.09999999999999964,4.7,4.8,0.09999999999999964
629dd4199343d7710fcdb39c,3,1,0.1,0.09999999999999964,3.3,3.2,-0.09999999999999964
62c5d0a30d24dacc10d5ad1b,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
62c5d0cfdf443d24e054d302,3,1,0.1,0.09999999999999964,4.3,4.2,-0.09999999999999964
62d59ea45bc8c9a1917fff5c,3,1,0.1,0.10000000000000053,4.1,4.2,0.10000000000000053
63469da3cef76cc5b3523b97,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
6346a9acc2a832b58c8e7229,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
63d3f9a8fa6a2910dcb0d37f,3,1,0.1,0.10000000000000053,4.3,4.4,0.10000000000000053
645bd48e67d52bbdcad03398,3,1,0.1,0.10000000000000009,3.1,3.0,-0.10000000000000009
649d86ddd157cceeebeea50b,3,1,0.1,0.09999999999999964,3.7,3.8,0.09999999999999964
651ab64d39658e91e9469f16,3,1,0.1,0.09999999999999964,3.3,3.2,-0.09999999999999964
651c1d7524852e9f9d614ce3,3,1,0.1,0.10000000000000009,3.9,3.8,-0.10000000000000009
65de30b34b701c678a13c75b,3,1,0.1,0.10000000000000009,3.5,3.6,0.10000000000000009
6663f3b2bc244a2d789b70a3,3,1,0.1,0.10000000000000009,3.7,3.6,-0.10000000000000009
6672fb66728df1edb72c1568,3,1,0.1,0.09999999999999964,4.5,4.4,-0.09999999999999964
6683f9cded466c62ba631d9e,3,1,0.1,0.10000000000000009,3.7,3.6,-0.10000000000000009
66990d332513e41439621e21,3,1,0.1,0.09999999999999964,4.1,4.0,-0.09999999999999964
66bbafb05de7e549455aa4ff,3,1,0.1,0.09999999999999964,4.1,4.0,-0.09999999999999964
66cc6eb364154a51d4d44eb1,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
66e1961788c0c89fa75ecb42,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
66fd62807325f8ff288edb3f,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
676ed6c97f59dba5a786886d,3,1,0.1,0.09999999999999964,3.7,3.8,0.09999999999999964
678648597ddd64b98d713c29,3,1,0.1,0.09999999999999964,3.7,3.8,0.09999999999999964
67bece2bd1ba7411d350b5ab,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
67d411652ada0a7584b2558e,3,1,0.1,0.10000000000000009,3.9,4.0,0.10000000000000009
67d4773442ee746bb00b2542,3,1,0.1,0.09999999999999964,4.5,4.6,0.09999999999999964
682ce21b165a9eceeaa944c1,3,1,0.1,0.09999999999999964,3.7,3.8,0.09999999999999964
5b98c8c1db823b0001ef5842,3,1,0.30000000000000004,0.2999999999999998,2.5,2.2,-0.2999999999999998
5d20b0157e17470001e1c635,3,1,0.30000000000000004,0.2999999999999998,3.5,3.8,0.2999999999999998
5dbd9553e8be992d7ca6963e,3,1,0.30000000000000004,0.2999999999999998,3.1,3.4,0.2999999999999998
5e57e67bb836e0000d222062,3,1,0.30000000000000004,0.2999999999999998,3.3,3.0,-0.2999999999999998
5e84629868b86400086cce3e,3,1,0.30000000000000004,0.2999999999999998,3.5,3.2,-0.2999999999999998
5eff17d115ba87434ab3829b,3,1,0.30000000000000004,0.2999999999999998,3.1,3.4,0.2999999999999998
5f6c69c8ef3322000b04fc6a,3,1,0.30000000000000004,0.2999999999999998,4.1,3.8,-0.2999999999999998
601171f52ffe110619bc0d93,3,1,0.30000000000000004,0.2999999999999998,3.3,3.0,-0.2999999999999998
60fe888379a6bd46ef417f07,3,1,0.30000000000000004,0.2999999999999998,3.9,3.6,-0.2999999999999998
612faedae9ff56b775e3cee5,3,1,0.30000000000000004,0.2999999999999998,3.5,3.8,0.2999999999999998
62c9ce5bf415b3ff7b5a3c87,3,1,0.30000000000000004,0.2999999999999998,2.5,2.2,-0.2999999999999998
65081e92ed65d2d467efc9c2,3,1,0.30000000000000004,0.2999999999999998,3.7,4.0,0.2999999999999998
66d31a1b0515fe747830bab9,3,1,0.30000000000000004,0.2999999999999998,3.3,3.0,-0.2999999999999998
